pdf_report_date,airport,category,subcategory,year,count
2023-05,ABI,Property - Special Handling,,2020,1
2023-05,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2020,1
2023-05,ABI,Screening,,2020,1
2023-05,ABI,Screening,Screening - Procedures/Process,2020,1
2023-05,ABI,,,2021,13
2023-05,ABI,Civil Rights,,2021,1
2023-05,ABI,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2021,1
2023-05,ABI,Customer Service,,2021,1
2023-05,ABI,Customer Service,Customer Service - TSO,2021,1
2023-05,ABI,Expedited Passenger Screening Program,,2021,3
2023-05,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,3
2023-05,ABI,Identification (ID) Requirements,,2021,1
2023-05,ABI,Identification (ID) Requirements,Identification (ID) Requirements - Domestic,2021,1
2023-05,ABI,Locks,,2021,1
2023-05,ABI,Locks,Locks - Missing or Damaged Lock,2021,1
2023-05,ABI,Mishandling of Passenger Property,,2021,1
2023-05,ABI,Mishandling of Passenger Property,Mishandling of Passenger Property - Dam,2021,1
2023-05,ABI,Screening,,2021,5
2023-05,ABI,Screening,Screening - Inconsistency,2021,1
2023-05,ABI,Screening,Screening - Lengthy Lines,2021,1
2023-05,ABI,Screening,Screening - Procedures/Process,2021,3
2023-05,ABI,,,2022,16
2023-05,ABI,Civil Rights,,2022,1
2023-05,ABI,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,1
2023-05,ABI,Customer Service,,2022,1
2023-05,ABI,Customer Service,Customer Service - TSO,2022,1
2023-05,ABI,Expedited Passenger Screening Program,,2022,11
2023-05,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2022,11
2023-05,ABI,Prohibited & Permitted Items,,2022,1
2023-05,ABI,Prohibited & Permitted Items,Prohibited & Permitted Items - Firearm/Ammunition,2022,1
2023-05,ABI,Property - Special Handling,,2022,1
2023-05,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2023-05,ABI,Screening,,2022,1
2023-05,ABI,Screening,Screening - Inconsistency,2022,1
2023-05,ABI,,,2023,8
2023-05,ABI,Customer Service,,2023,1
2023-05,ABI,Customer Service,Customer Service - TSO,2023,1
2023-05,ABI,Expedited Passenger Screening Program,,2023,7
2023-05,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2023-05,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2023,6
2023-05,ABQ,,,2020,63
2023-05,ABQ,Civil Rights,,2020,2
2023-05,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2020,2
2023-05,ABQ,Customer Service,,2020,4
2023-05,ABQ,Customer Service,Customer Service - TSO,2020,4
2023-05,ABQ,Locks,,2020,5
2023-05,ABQ,Locks,Locks - Missing or Damaged Lock,2020,5
2023-05,ABQ,Mishandling of Passenger Property,,2020,19
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Bag,2020,15
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2020,4
2023-05,ABQ,Patdown,,2020,1
2023-05,ABQ,Patdown,Patdown - Flyer,2020,1
2023-05,ABQ,Persons w/ Disabilities (PWD),,2020,3
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2020,2
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Respiratory and Inhaler Equipment,2020,1
2023-05,ABQ,Property - Special Handling,,2020,21
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Carry-On,2020,1
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2020,5
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2020,15
2023-05,ABQ,Screening,,2020,8
2023-05,ABQ,Screening,Screening - Procedures/Process,2020,8
2023-05,ABQ,,,2021,147
2023-05,ABQ,Airline,,2021,1
2023-05,ABQ,Airline,Airline - Policy/Regulations/Service,2021,1
2023-05,ABQ,Civil Rights,,2021,3
2023-05,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2021,3
2023-05,ABQ,Customer Service,,2021,12
2023-05,ABQ,Customer Service,Customer Service - TSO,2021,12
2023-05,ABQ,Expedited Passenger Screening Program,,2021,74
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2021,4
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,70
2023-05,ABQ,Identification (ID) Requirements,,2021,2
2023-05,ABQ,Identification (ID) Requirements,Identification (ID) Requirements - Domestic,2021,2
2023-05,ABQ,Locks,,2021,2
2023-05,ABQ,Locks,Locks - Missing or Damaged Lock,2021,2
2023-05,ABQ,Mishandling of Passenger Property,,2021,10
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2021,3
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Dam,2021,6
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Disa,2021,1
2023-05,ABQ,No Jurisdiction,,2021,1
2023-05,ABQ,No Jurisdiction,No Jurisdiction - Refer to Other,2021,1
2023-05,ABQ,Patdown,,2021,3
2023-05,ABQ,Patdown,Patdown - Flyer,2021,3
2023-05,ABQ,Persons w/ Disabilities (PWD),,2021,7
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Cancer (g,2021,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medical Devices - Attached to the Body,2021,3
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medically Necessary Medication and Medical Supplies,2021,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Metal Implants (joint),2021,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Wheelchair/ Scooter/ Segway,2021,1
2023-05,ABQ,Prohibited & Permitted Items,,2021,2
2023-05,ABQ,Prohibited & Permitted Items,Prohibited & Permitted Items - General,2021,1
2023-05,ABQ,Prohibited & Permitted Items,Prohibited & Permitted Items - Sporting Goods,2021,1
2023-05,ABQ,Property - Special Handling,,2021,15
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Carry-On,2021,5
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Ite,2021,2
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2021,1
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2021,7
2023-05,ABQ,Screening,,2021,15
2023-05,ABQ,Screening,Screening - Inconsistency,2021,2
2023-05,ABQ,Screening,Screening - Lengthy Lines,2021,1
2023-05,ABQ,Screening,Screening - Procedures/Process,2021,12
2023-05,ABQ,,,2022,497
2023-05,ABQ,Civil Rights,,2022,11
2023-05,ABQ,Civil Rights,Civil Rights - Constitutional Rights,2022,1
2023-05,ABQ,Civil Rights,Civil Rights - National Origin,2022,1
2023-05,ABQ,Civil Rights,Civil Rights - Race,2022,3
2023-05,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,3
2023-05,ABQ,Civil Rights,Civil Rights - Sex/Gender/Gender Identity- Not Transgender,2022,2
2023-05,ABQ,Civil Rights,Civil Rights - Transgender Screening,2022,1
2023-05,ABQ,Customer Service,,2022,30
2023-05,ABQ,Customer Service,Customer Service - TCC,2022,1
2023-05,ABQ,Customer Service,Customer Service - TSO,2022,29
2023-05,ABQ,Expedited Passenger Screening Program,,2022,371
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - Active Du,2022,1
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - DoD,2022,4
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,22
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,342
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA/DHS Employees - Opt In,2022,2
2023-05,ABQ,Identification (ID) Requirements,,2022,1
2023-05,ABQ,Identification (ID) Requirements,Identification (ID) Requirements - Domest,2022,1
2023-05,ABQ,Locks,,2022,3
2023-05,ABQ,Locks,Locks - General,2022,1
2023-05,ABQ,Locks,Locks - Missing or Damaged Lock,2022,2
2023-05,ABQ,Mishandling of Passenger Property,,2022,16
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2022,3
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Dam,2022,11
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Disa,2022,2
2023-05,ABQ,Notice of Violation/Civil Penalties,,2022,1
2023-05,ABQ,Notice of Violation/Civil Penalties,Notice of Violation/Civil Penalties - General,2022,1
2023-05,ABQ,Patdown,,2022,10
2023-05,ABQ,Patdown,Patdown - Children,2022,1
2023-05,ABQ,Patdown,Patdown - Flyer,2022,8
2023-05,ABQ,Patdown,Patdown - Flyer as Observer,2022,1
2023-05,ABQ,Persons w/ Disabilities (PWD),,2022,7
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Autism Spectrum,2022,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Cognitive /Developmental /Mental Disability,2022,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2022,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medically,2022,2
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Mobility Disability (Not Wheelchair or Scooter),2022,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Touch Aversion (pain,2022,1
2023-05,ABQ,Prohibited & Permitted Items,,2022,1
2023-05,ABQ,Prohibited & Permitted Items,Prohibited & Permitted Items - Food/Beverages,2022,1
2023-05,ABQ,Property - Special Handling,,2022,24
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Ite,2022,9
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Check,2022,5
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Carry-O,2022,6
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Checke,2022,4
2023-05,ABQ,Screening,,2022,22
2023-05,ABQ,Screening,Screening - Inconsistency,2022,9
2023-05,ABQ,Screening,Screening - Procedures/Process,2022,11
2023-05,ABQ,Screening,Screening - Retrieving Abandoned/Confiscated Items,2022,2
2023-05,ABQ,,,2023,267
2023-05,ABQ,Civil Rights,,2023,4
2023-05,ABQ,Civil Rights,Civil Rights - Race,2023,1
2023-05,ABQ,Civil Rights,Civil Rights - Sex/Gender/Gender Identity- Not Transgender,2023,3
2023-05,ABQ,Claims,,2023,1
2023-05,ABQ,Claims,Claims - Status,2023,1
2023-05,ABQ,Customer Service,,2023,18
2023-05,ABQ,Customer Service,Customer Service - CSM,2023,1
2023-05,ABQ,Customer Service,Customer Service - TSO,2023,17
2023-05,ABQ,Expedited Passenger Screening Program,,2023,200
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - DoD,2023,2
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,8
2023-05,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,190
2023-05,ABQ,Locks,,2023,1
2023-05,ABQ,Locks,Locks - Missing or Damaged Lock,2023,1
2023-05,ABQ,Lost and Found,,2023,1
2023-05,ABQ,Lost and Found,Lost and Found - Airport/TSA,2023,1
2023-05,ABQ,Mishandling of Passenger Property,,2023,6
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2023,3
2023-05,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Disa,2023,3
2023-05,ABQ,No Jurisdiction,,2023,1
2023-05,ABQ,No Jurisdiction,No Jurisdiction - Refer to Other,2023,1
2023-05,ABQ,Patdown,,2023,7
2023-05,ABQ,Patdown,Patdown - Flyer,2023,7
2023-05,ABQ,Persons w/ Disabilities (PWD),,2023,2
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medically,2023,1
2023-05,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Respiratory and Inhaler Equipment,2023,1
2023-05,ABQ,Property - Special Handling,,2023,6
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Ite,2023,3
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Check,2023,2
2023-05,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2023,1
2023-05,ABQ,Request for Assistance,,2023,1
2023-05,ABQ,Request for Assistance,Request for Assistance - Other,2023,1
2023-05,ABQ,Screening,,2023,19
2023-05,ABQ,Screening,Screening - Inconsistency,2023,1
2023-05,ABQ,Screening,Screening - Lengthy Lines,2023,2
2023-05,ABQ,Screening,Screening - Procedures/Process,2023,15
2023-05,ABQ,Screening,Screening - Retrieving Abandoned/Confiscated Items,2023,1
2023-05,ABR,,,2021,7
2023-05,ABR,Lost and Found,,2021,1
2023-05,ABR,Lost and Found,Lost and Found - Airport/TSA,2021,1
2023-05,ABR,Mishandling of Passenger Property,,2021,1
2023-05,ABR,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2021,1
2023-05,ABR,Property - Special Handling,,2021,3
2023-05,ABR,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2021,2
2023-05,ABR,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2021,1
2023-05,ABR,Screening,,2021,2
2023-05,ABR,Screening,Screening - Procedures/Process,2021,2
2023-05,ABR,,,2022,13
2023-05,ABR,Expedited Passenger Screening Program,,2022,7
2023-05,ABR,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,7
2023-05,ABR,Locks,,2022,1
2023-05,ABR,Locks,Locks - Missing or Damaged Lock,2022,1
2023-05,ABR,Mishandling of Passenger Property,,2022,1
2023-05,ABR,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2022,1
2023-05,ABR,Property - Special Handling,,2022,3
2023-05,ABR,Property - Special Handling,Property - Special Handling - Damaged Ite,2022,2
2023-05,ABR,Property - Special Handling,Property - Special Handling - Missing Item,2022,1
2023-05,ABR,Screening,,2022,1
2023-05,ABR,Screening,Screening - Procedures/Process,2022,1
2023-05,ABR,,,2023,7
2023-05,ABR,Civil Rights,,2023,2
2023-05,ABR,Civil Rights,Civil Rights - Race,2023,2
2023-05,ABR,Expedited Passenger Screening Program,,2023,4
2023-05,ABR,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2023,4
2023-05,ABR,Screening,,2023,1
2023-05,ABR,Screening,Screening - Lengthy Lines,2023,1
2023-05,ABY,,,2020,2
2023-05,ABY,Customer Service,,2020,1
2023-05,ABY,Customer Service,Customer Service - TSO,2020,1
2023-05,ABY,Screening,,2020,1
2023-05,ABY,Screening,Screening - Procedures/Process,2020,1
2023-05,ABY,,,2021,6
2023-05,ABY,Customer Service,,2021,3
2023-05,ABY,Customer Service,Customer Service - TSO,2021,3
2023-05,ABY,Mishandling of Passenger Property,,2021,1
2023-05,ABY,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Bag,2021,1
2023-05,ABY,Persons w/ Disabilities (PWD),,2021,1
2023-05,ABY,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Internal Medical Devices,2021,1
2023-05,ABY,Property - Special Handling,,2021,1
2023-05,ABY,Property - Special Handling,Property - Special Handling - Damaged Items - Check,2021,1
2023-05,ABY,,,2022,15
2023-05,ABY,Civil Rights,,2022,1
2023-05,ABY,Civil Rights,Civil Rights - Sex/Gender/Gender Identity- Not Transgender,2022,1
2023-05,ABY,Expedited Passenger Screening Program,,2022,8
2023-05,ABY,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2022,1
2023-05,ABY,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2022,7
2023-05,ABY,Human Capital,,2022,1
2023-05,ABY,Human Capital,Human Capital - Prospective Employment with TSA,2022,1
2023-05,ABY,Mishandling of Passenger Property,,2022,1
2023-05,ABY,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2022,1
2023-05,ABY,No Jurisdiction,,2022,1
2023-05,ABY,No Jurisdiction,No Jurisdiction - Refer to Other,2022,1
2023-05,ABY,Patdown,,2022,1
2023-05,ABY,Patdown,Patdown - Flyer,2022,1
2023-05,ABY,Persons w/ Disabilities (PWD),,2022,1
2023-05,ABY,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Prosthesis/Amputees and Casts,2022,1
2023-05,ABY,Property - Special Handling,,2022,1
2023-05,ABY,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2022,1
2023-05,ABY,,,2023,9
2023-05,ABY,Airline,,2023,1
2023-05,ABY,Airline,Airline - Baggage Requirements,2023,1
2023-05,ABY,Customer Service,,2023,1
2023-05,ABY,Customer Service,Customer Service - TSO,2023,1
2023-05,ABY,Expedited Passenger Screening Program,,2023,5
2023-05,ABY,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2023,1
2023-05,ABY,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2023,4
2023-05,ABY,No Jurisdiction,,2023,1
2023-05,ABY,No Jurisdiction,No Jurisdiction - No Referral,2023,1
2023-05,ABY,Persons w/ Disabilities (PWD),,2023,1
2023-05,ABY,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Wheelchair/ Scooter/ Segway,2023,1
2023-05,ACK,,,2021,8
2023-05,ACK,Civil Rights,,2021,1
2023-05,ACK,Civil Rights,Civil Rights - National Origin,2021,1
2023-05,ACK,Customer Service,,2021,1
2023-05,ACK,Customer Service,Customer Service - TSO,2021,1
2023-05,ACK,Expedited Passenger Screening Program,,2021,4
2023-05,ACK,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,4
2023-05,ACK,Property - Special Handling,,2021,2
2023-05,ACK,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2021,1
2023-05,ACK,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2021,1
2023-05,ACK,,,2022,13
2023-05,ACK,Customer Service,,2022,3
2023-05,ACK,Customer Service,Customer Service - TSO,2022,3
2023-05,ACK,Expedited Passenger Screening Program,,2022,8
2023-05,ACK,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2022,8
2023-05,ACK,Patdown,,2022,1
2023-05,ACK,Patdown,Patdown - Flyer,2022,1
2023-05,ACK,Property - Special Handling,,2022,1
2023-05,ACK,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2022,1
2023-05,ACK,,,2023,1
2023-05,ACK,Customer Service,,2023,1
2023-05,ACK,Customer Service,Customer Service - TSO,2023,1
2023-05,ACT,,,2020,1
2023-05,ACT,Mishandling of Passenger Property,,2020,1
2023-05,ACT,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2020,1
2023-05,ACT,,,2021,6
2023-05,ACT,DHS TRIP,,2021,1
2023-05,ACT,DHS TRIP,DHS TRIP - General,2021,1
2023-05,ACT,Expedited Passenger Screening Program,,2021,1
2023-05,ACT,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,1
2023-05,ACT,Property - Special Handling,,2021,2
2023-05,ACT,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2021,1
2023-05,ACT,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2021,1
2023-05,ACT,Screening,,2021,2
2023-05,ACT,Screening,Screening - Procedures/Process,2021,2
2023-05,ACT,,,2022,18
2023-05,ACT,Expedited Passenger Screening Program,,2022,16
2023-05,ACT,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Prog,2022,2
2023-05,ACT,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2022,14
2023-05,ACT,Locks,,2022,1
2023-05,ACT,Locks,Locks - Missing or Damaged Lock,2022,1
2023-05,ACT,Screening,,2022,1
2023-05,ACT,Screening,Screening - Procedures/Process,2022,1
2023-05,ACT,,,2023,8
2023-05,ACT,Customer Service,,2023,1
2023-05,ACT,Customer Service,Customer Service - TSO,2023,1
2023-05,ACT,Expedited Passenger Screening Program,,2023,7
2023-05,ACT,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,7
2023-05,ACV,,,2020,2
2023-05,ACV,Customer Service,,2020,1
2023-05,ACV,Customer Service,Customer Service - TSO,2020,1
2023-05,ACV,Property - Special Handling,,2020,1
2023-05,ACV,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2020,1
2023-05,ACV,,,2021,7
2023-05,ACV,Civil Rights,,2021,2
2023-05,ACV,Civil Rights,Civil Rights - Transgender Screening,2021,2
2023-05,ACV,Expedited Passenger Screening Program,,2021,1
2023-05,ACV,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,1
2023-05,ACV,Lost and Found,,2021,1
2023-05,ACV,Lost and Found,Lost and Found - Airport/TSA,2021,1
2023-05,ACV,Patdown,,2021,1
2023-05,ACV,Patdown,Patdown - Flyer,2021,1
2023-05,ACV,Persons w/ Disabilities (PWD),,2021,1
2023-05,ACV,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Ostomy/Ostomates,2021,1
2023-05,ACV,Property - Special Handling,,2021,1
2023-05,ACV,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2021,1
2023-05,ACV,,,2022,13
2023-05,ACV,Expedited Passenger Screening Program,,2022,12
2023-05,ACV,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2022,1
2023-05,ACV,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2022,11
2023-05,ACV,Screening,,2022,1
2023-05,ACV,Screening,Screening - Procedures/Process,2022,1
2023-05,ACV,,,2023,10
2023-05,ACV,Expedited Passenger Screening Program,,2023,9
2023-05,ACV,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2023,1
2023-05,ACV,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2023,8
2023-05,ACV,Screening,,2023,1
2023-05,ACV,Screening,Screening - Procedures/Process,2023,1
2023-05,ACY,,,2020,7
